error_count,complexity_score,past_score,cognitive_state,rule_id,label_source,rater
1,6,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,91,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,9,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,5,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,7,43,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
2,6,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,9,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,6,50,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,17,40,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,3,59,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,6,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,11,54,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,10,90,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,1,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,10,37,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,4,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,7,34,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,2,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,67,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,2,15,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,5,27,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,14,47,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,8,79,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,10,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,29,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,48,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,4,55,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,5,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,60,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,4,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,6,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,73,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,1,24,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,1,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,72,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,4,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,79,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,12,55,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,20,51,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,20,44,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,5,74,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,7,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,7,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,12,59,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,7,44,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,3,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,8,60,High Cognitive Load,R5,rubric,cognitive_rubric.v1
1,9,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,43,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,4,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,9,66,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,7,63,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,7,40,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,4,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,19,39,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,11,47,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,2,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
7,3,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,7,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,86,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,17,63,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,3,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,13,69,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,2,0,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,87,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,12,65,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,12,52,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,3,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,4,87,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,4,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,7,87,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,2,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,38,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,2,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,69,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,20,32,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,4,49,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,20,70,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,4,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,8,78,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,3,29,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,4,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,9,45,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,6,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,7,75,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,2,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,7,35,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,6,57,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,3,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,9,66,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,6,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,2,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,15,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,4,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,65,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,2,49,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,4,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,6,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,10,33,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,2,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,2,16,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,8,33,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,8,85,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,9,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,7,77,High Cognitive Load,R5,rubric,cognitive_rubric.v1
1,4,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,8,53,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,3,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,11,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,11,48,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,17,83,High Cognitive Load,R4,rubric,cognitive_rubric.v1
6,7,37,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,2,60,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,6,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,12,48,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,14,46,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,16,31,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,6,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,42,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,2,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,13,46,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,4,51,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,5,56,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,5,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,6,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,20,66,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,2,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,20,61,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,10,58,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,7,52,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,5,64,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,14,44,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,5,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,75,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,5,90,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,18,100,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,8,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,17,74,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,4,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,15,44,High Cognitive Load,R7,rubric,cognitive_rubric.v1
5,7,36,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,18,47,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,20,61,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,16,67,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,2,52,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,7,44,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,66,High Cognitive Load,R5,rubric,cognitive_rubric.v1
2,7,36,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,86,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,4,73,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,8,62,High Cognitive Load,R6,rubric,cognitive_rubric.v1
6,20,56,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,5,83,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,6,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,20,38,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,1,98,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,7,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,7,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,18,58,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,7,83,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,1,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,6,48,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,8,47,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,8,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,8,65,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,7,40,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,3,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,9,68,High Cognitive Load,R5,rubric,cognitive_rubric.v1
2,4,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,10,39,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,6,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,9,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,8,35,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,6,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,6,49,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,6,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,6,68,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,12,46,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,5,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,11,61,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,2,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,20,85,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,2,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,20,27,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,7,36,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,8,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,65,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,2,27,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,2,67,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,5,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,11,33,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,2,81,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,9,49,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,1,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,8,38,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,50,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,7,66,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,9,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,29,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,70,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,4,47,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,9,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,10,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,6,57,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,4,58,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,3,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,5,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,76,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,2,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,29,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,11,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,13,68,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,7,36,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,2,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,73,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,7,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,7,51,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,3,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,8,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,5,86,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,14,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,4,27,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,15,44,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,11,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,9,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,48,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,4,99,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,4,70,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,6,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,12,81,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,8,39,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
1,6,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,9,65,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,10,39,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,20,40,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,10,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,87,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,2,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,1,11,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,9,68,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,2,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,47,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,1,22,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,6,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,7,25,High Cognitive Load,R6,rubric,cognitive_rubric.v1
5,9,79,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,3,78,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,2,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,59,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
6,14,30,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,2,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,77,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,13,62,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,13,47,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,13,57,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,6,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,16,46,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,3,17,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,79,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,5,64,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,43,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,6,54,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,11,38,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,20,58,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,8,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,97,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,12,65,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,6,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,6,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,6,14,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,8,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,3,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,60,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,4,50,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,2,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,87,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,15,62,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,6,62,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,8,71,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,2,82,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,7,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,9,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,7,30,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,3,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,20,59,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,5,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,7,79,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,4,52,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,2,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,13,96,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,6,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,73,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,3,29,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,8,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,81,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,22,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,7,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,80,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,4,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,1,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,7,49,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,7,100,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,5,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,2,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,11,64,High Cognitive Load,R4,rubric,cognitive_rubric.v1
7,19,28,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,4,53,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,2,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,6,66,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,1,62,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,3,63,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,12,38,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,4,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,48,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,11,44,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,3,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,14,27,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,2,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,62,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,7,45,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,3,11,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,20,36,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,5,10,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,8,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,70,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,4,78,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,4,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,9,65,High Cognitive Load,R5,rubric,cognitive_rubric.v1
4,6,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,71,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,2,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
